title,cast,director,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,sort_order
Trinkets,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler, Odiseas Georgiadis, Henry Zaga, Larry Sullivan, Larisa Oleynik",,ts93054,SHOW,An unexpected friendship forms when three teenage girls meet in Shoplifters Anonymous.,2019,TV-MA,26,"['drama', 'comedy', 'crime']",['US'],2.0,tt9134194,7.0,10725.0,17.648,8.089,1
Sugar Rush,"Candace Nelson, Adriano Zumbo, Hunter March",,ts81918,SHOW,"A relentlessly fast-paced baking competition that challenges brilliant bakers to create sweet treats that look and taste amazing – all against the clock. Who will race to the finish and win $10,000?",2018,TV-PG,51,['reality'],['US'],3.0,tt8680560,7.0,1516.0,8.74,7.0,1
Ganglands,"Sami Bouajila, Tracy Gotoas, Samuel Jouy, Nabiha Akkari, Sofia Lesaffre, Salim Kechiouche, Noureddine Farihi, Geert Van Rampelberg, Bakary Diombera",Julien Leclercq,ts304058,SHOW,"Mehdi, a qualified robber, and Liana, an apprentice thief, get involved in a turf war between drug dealers, and have to collaborate in order to save their loved ones.",2021,TV-MA,46,"['action', 'crime', 'drama', 'thriller']",['FR'],1.0,tt13278100,7.0,2553.0,39.002,7.3,1
Pacific Rim: The Black,"Gideon Adlon, Calum Worthy, Erica Lindbeck, Victoria Grace, Andrew McPhee",,ts256310,SHOW,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies.",2021,TV-14,24,"['scifi', 'animation', 'action']",['US'],2.0,tt9288848,7.0,5175.0,50.254,8.333,1
Great News,"Briga Heelan, Andrea Martin, Adam Campbell, John Michael Higgins, Horatio Sanz, Nicole Richie",,ts56481,SHOW,A New Jersey mom puts her relationship with her daughter to the test when she lands an internship at the same TV station where her daughter works.,2017,TV-PG,21,['comedy'],['US'],2.0,tt4955480,7.0,6810.0,8.665,6.5,1
The Bride of Habaek,"Shin Sae-kyeong, Nam Joo-hyuk, Lim Ju-hwan, Krystal Jung, Gong Myoung, Lee Gyoung-young, Yang Dong-geun",,ts55581,SHOW,"Yoon So Ah is a pragmatic neuropsychiatrist who carries a tremendous financial burden to run her own practice. Her family has been tasked with serving Ha Baek, a reincarnated water god, for many generations, and So Ah is forced to do the same. Ha Baek starts to develop feelings for So Ah, but he has competition for her heart from Hoo Ye, the CEO of a resort company, who clashes with So Ah over a piece of land but then falls in love with her. Can a relationship between a mortal female and a god have a future?",2017,TV-14,67,"['drama', 'comedy', 'fantasy', 'romance']",['KR'],1.0,tt6385752,6.9,2819.0,60.517,7.3,1
Easy,"Aubrey Plaza, Judy Greer, Jane Adams, Zazie Beetz, Kate Berlant, Aya Cash, Michael Chernus, Kiersey Clemons, Orlando Bloom, Malin Akerman, Marc Maron, Dave Franco, Hannibal Buress, Jake Johnson, Emily Ratajkowski, Andrew Bachelor",,ts41963,SHOW,"This eclectic, star-studded anthology follows diverse Chicagoans fumbling through the modern maze of love, sex, technology and culture. First dates, friends with benefits, couples with kids. Whatever your relationship status is, it's always complicated.",2016,TV-MA,30,"['drama', 'comedy']",['US'],3.0,tt5562056,6.9,13620.0,23.522,6.2,1
Marlon,"Marlon Wayans, Essence Atkins, Bresha Webb, Diallo Riddle, Notlim Taylor, Amir O'Neil",,ts57300,SHOW,"A loving (but immature) father is committed to co-parenting his two kids with his very-together ex-wife. While his misguided fatherly advice, unstoppable larger-than-life personality and unpredictable Internet superstardom might get in the way sometimes, for Marlon, family really always does come first - even if he's the biggest kid of all.",2017,TV-PG,21,['comedy'],['US'],2.0,tt5722376,6.9,4136.0,11.367,6.6,1
Tijuana,"Damián Alcázar, Tamara Vallarta, Rolf Petersen, Claudette Maillé, Teté Espinoza, Iván Aragón, Martha Claudia Moreno, Edén Villavicencio, Carlos Corona, Giancarlo Ruiz, Mayra Batalla, Rodrigo Abed, Roberto Mateos, Anabel Ferreira, Roberto Sosa",,ts89696,SHOW,"When a prominent politician is murdered, the intrepid journalists of Frente Tijuana risk their lives to uncover the truth.",2019,TV-14,41,"['drama', 'crime']",['MX'],1.0,tt8027624,6.9,333.0,3.965,7.7,1
"Sex, Explained",Janelle Monáe,,ts223589,SHOW,"From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",2020,TV-MA,22,['documentation'],['US'],1.0,tt11390530,6.9,3215.0,63.817,6.6,1
The Inmate,"Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar, Mariana Seoane, Guy Ecker, Isabella Castillo, Bradley Stryker, Gustavo Sánchez Parra, Leonardo Ortizgris, Alejandro Calva, Rodrigo Oviedo, Ramón Medína, Erik Hayser, Tiaré Scanda",,ts84135,SHOW,"A former U.S. Marine, Lázaro Mendoza, enters a maximum security prison in Mexico (La Rotunda), under a false identity and accused of an alleged triple murder. Now as Dante Pardo, his mission is to infiltrate a dangerous band of inmates and guards that operate inside and outside of prison who are the prime suspects of the kidnapping of the teenage daughter of U.S. Judge, John Morris. Inside La Rotunda, Lázaro has to find out who carried out the kidnapping and the whereabouts of the girl.",2018,TV-MA,45,"['drama', 'crime', 'thriller']",['MX'],1.0,tt8452308,6.9,2714.0,25.554,7.0,1
Victorious,"Victoria Justice, Leon Thomas III, Matt Bennett, Elizabeth Gillies, Ariana Grande, Avan Jogia, Daniella Monet, Michael Eric Reid, Jake Farrow, Eric Lange",,ts30311,SHOW,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,2010,TV-G,25,"['comedy', 'family', 'drama', 'music', 'romance', 'sport']",['US'],4.0,tt1604099,6.9,24838.0,71.494,8.221,1
The Good Cop,"Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.",,ts81885,SHOW,"Honest cop Tony Jr. gets advice from his unscrupulous father, retired NYPD officer Tony Sr., about everything from his job to his love life.",2018,TV-PG,46,"['drama', 'comedy', 'crime', 'documentation']",['US'],1.0,tt7183074,6.9,5732.0,8.714,6.4,1
Astronomy Club: The Sketch Show,"Shawtane Bowen, Jonathan Braylock, Ray Cordova, Caroline Martin, Jerah Milligan, Monique Moses, Keisha Zollar, James III",,ts223308,SHOW,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.",2019,TV-MA,20,['comedy'],['US'],1.0,tt10675488,6.9,598.0,1.4,7.2,1
My Babysitter's a Vampire,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Ari Cohen",,ts34740,SHOW,"Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",2011,TV-PG,22,"['scifi', 'action', 'comedy', 'fantasy', 'horror']","['CA', 'US']",2.0,tt1727434,6.9,4454.0,25.428,8.3,1
Blazing Transfer Students,"Daiki Shigeoka, Akito Kiriyama, Junta Nakama, Tomohiro Kamiyama, Ryusei Fujii, Takahiro Hamada, Nozomu Kotaki, Umika Kawashima, Takeshi Kaga, Norio Wakamoto",,ts76646,SHOW,"Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal.",2017,TV-MA,26,"['action', 'comedy']",['JP'],1.0,tt7931520,6.9,121.0,1.481,8.0,1
Friends from College,"Keegan-Michael Key, Cobie Smulders, Billy Eichner, Fred Savage, Nat Faxon, Annie Parisse, Jae Suh Park",,ts57303,SHOW,"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.",2017,TV-MA,30,"['comedy', 'drama']",['US'],2.0,tt5565334,6.9,20555.0,6.906,6.5,1
Trigger Warning with Killer Mike,Killer Mike,,ts87489,SHOW,"In this funny and provocative series, rapper and activists Killer Mike puts his revolutionary ideas about achieving social change into action.",2019,TV-MA,26,"['documentation', 'comedy']",['US'],1.0,tt9426194,6.9,1254.0,1.353,7.1,1
Ultraviolet,"Marta Nieradkiewicz, Sebastian Fabijański, Agata Kulesza, Bartłomiej Topa, Magdalena Czerwińska, Michał Żurawski, Marek Kalita, Paulina Chapko, Karolina Chapko, Viet Anh Do",,ts78031,SHOW,An online community of amateur sleuths use technology to solve crimes -- and make quirky friends -- in their quest for justice.,2017,TV-MA,46,"['drama', 'crime', 'european']",['PL'],2.0,tt7514746,6.9,1611.0,5.351,7.5,1
Northern Rescue,"William Baldwin, Kathleen Robertson, Spencer MacPherson, Taylor Thorne, Amalia Williamson, Michelle Nolden, Peter MacNeill, Natalie Lisinska",,ts88699,SHOW,"After the death of his wife, Sarah, John West, packs up his three children and moves from their hectic urban life to his small northern hometown to take command of the local search-and-rescue service. Once there, the family struggles with their new surroundings, new friends and accepting Sarah's death.",2019,TV-14,44,"['drama', 'family']",['CA'],1.0,tt8462412,6.9,4202.0,9.477,7.0,1
Girlboss,"Britt Robertson, Ellie Reed, Johnny Simmons, Alphonso Mcauley",,ts39016,SHOW,"Sophia is a rebellious, broke anarchist who refuses to grow up. She stumbles upon her passion of selling vintage clothes online and becomes an unlikely businesswoman. As she builds her retail fashion empire, she realizes the value and the difficulty of being the boss of her own life.",2017,TV-MA,27,['comedy'],['US'],1.0,tt5706996,6.9,17848.0,10.009,6.7,1
White Rabbit Project,"Tory Belleci, Kari Byron, Grant Imahara",,ts52981,SHOW,"Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more.",2016,TV-PG,48,['reality'],['US'],1.0,tt10767386,6.9,1667.0,3.977,6.9,1
Wet Hot American Summer: Ten Years Later,"Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Sarah Burns, Josh Charles, Jai Courtney, Beth Dover, John Early, Mark Feuerstein, Janeane Garofalo, Skyler Gisondo, Nina Hellman, Samm Levine, Joe Lo Truglio, Ken Marino, Christopher Meloni, Alyssa Milano, A.D. Miles, Marguerite Moreau, Eric Nenninger, Zak Orth, David Hyde Pierce, Chris Pine, Amy Poehler, Paul Rudd, Jason Schwartzman, Adam Scott, Molly Shannon, Michael Showalter, Rich Sommer, David Wain, Kristen Wiig",,ts74823,SHOW,"A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.",2017,TV-MA,27,['comedy'],['US'],1.0,tt5669422,6.9,8639.0,8.032,6.6,1
Revolutionary Love,"Choi Si-won, Kang So-ra, Gong Myoung",,ts75750,SHOW,"Byun Hyuk is the younger son of a rich conglomerate family who was born with a silver spoon in his mouth. The lack of difficulties in life contributed to the carefree and hopelessly positive mindset of his. One day, he meets a girl who is everything that he is not. This drama is a depiction of youth where they learn about love and friendship.",2017,TV-MA,68,"['comedy', 'romance']",['KR'],1.0,tt7340800,6.9,677.0,6.098,8.6,1
Emily in Paris,"Lily Collins, Philippine Leroy-Beaulieu, Ashley Park, Lucas Bravo, Kate Walsh, Samuel Arnold, Bruno Gouery, Camille Razat",,ts84146,SHOW,"When ambitious Chicago marketing exec Emily unexpectedly lands her dream job in Paris, she embraces a new life as she juggles work, friends and romance.",2020,TV-MA,29,"['drama', 'comedy', 'romance']",['US'],2.0,tt8962124,6.9,86631.0,42.991,7.995,1
Zumbo's Just Desserts,"Adriano Zumbo, Rachel Khoo",,ts41995,SHOW,Australia’s very own Willy Wonka Adriano Zumbo and acclaimed British chef Rachel Khoo go in search of Australia’s sweetest home cooks. Amateur dessert makers from around the country will put their sweet baking skills to the test until the ultimate dessert king or queen is crowned.,2016,TV-14,50,['reality'],['AU'],2.0,tt7239256,6.9,2177.0,5.174,6.1,1
Elite Short Stories: Carla Samuel,"Ester Expósito, Itzan Escamilla",,ts296059,SHOW,"Samuel attempts a big, romantic gesture at the airport in order to persuade Carla not to board her flight to London.",2021,TV-MA,14,"['drama', 'romance']",['ES'],1.0,tt14675560,6.9,2685.0,43.992,7.6,1
Young Wallander,"Adam Pålsson, Richard Dillane, Leanne Best, Ellise Chappell",,ts103702,SHOW,Follow recently graduated police officer Kurt Wallander as he investigates his first case.,2020,TV-MA,45,"['thriller', 'crime', 'drama']",['GB'],2.0,tt9359220,6.9,11377.0,72.638,7.1,1
Selena: The Series,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez, Seidy Lopez, Hunter Reese Peña, Julio Macias, Carlos Alfredo Jr., Jesse Posey, Madison Taylor Baez, Juan Martinez, Daniela Estrada, Paul Rodriguez Jr.",,ts243036,SHOW,"As Mexican-American Tejano singer Selena comes of age and realizes her dreams, she and her family make tough choices to hold on to love and music.",2020,TV-PG,38,"['drama', 'music']",['US'],2.0,tt9421868,6.9,4505.0,45.91,7.5,1
Control Z,"Ana Valeria Becerril, Michael Ronda, Yankel Stevan, Zion Moreno, Luis Curiel, Samantha Acuña, Macarena García, Fiona Palomo, Andrés Baida, Patricio Gallardo, Iván Aragón, Xabiani Ponce de León, Patricia Maqueo, Rodrigo Cachero, Rocío Verdejo, Mauro Sánchez Navarro, Lidia San José, Thanya López, Renata del Castillo, Arturo Barba, Kariam Castro, Ariana Saavedra, Alexander Holtmann, Nastassia Villasana, Marco Zunino",,ts237109,SHOW,"When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",2020,TV-MA,38,"['drama', 'thriller']",['MX'],3.0,tt11937662,6.9,8895.0,473.002,8.2,1
Pokémon Journeys: The Series,"Ikue Otani, Sarah Natochenny, Zeno Robinson, James Carter Cathcart, Michele Knotz, Cherami Leigh, Rodger Parsons, Ray Chase, Casey Mongillo",,ts241486,SHOW,"Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory, traveling all over the world to learn about Pokémon.",2020,TV-PG,22,"['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy']",['JP'],1.0,tt14033496,6.9,563.0,1.4,6.0,1
I Heart Arlo,"Michael J. Woodard, Mary Lambert, Jonathan Van Ness, Haley Tju, Brett Gelman, Tony Hale, Vincent Rodriguez III, Annie Potts, Jessica Williams, Melissa Villaseñor, Cathy Vu, Jennifer Coolidge, Flea",,ts288832,SHOW,Arlo and his newfound crew set up shop in an abandoned seaside neighborhood and help bring it back to life.,2021,TV-Y7,15,"['animation', 'comedy', 'family']",['US'],1.0,tt13573450,6.9,216.0,3.874,8.2,1
Timmy Time,"Kate Harbour, Justin Fletcher, Louis Jones",,ts23319,SHOW,"The show is a spin off from the Shaun the Sheep animation which itself is a spin off from the Aardman series Wallace & Gromit, which introduced the character of Shaun.",2009,TV-Y,14,"['animation', 'comedy', 'family', 'fantasy', 'european']",['GB'],3.0,tt1125758,6.9,1111.0,14.959,6.2,1
50M2,"Engin Öztürk, Kürşat Alnıaçık, Cengiz Bozkurt, Aybüke Pusat, Tolga Tekin, Özgür Emre Yıldırım, Yiğit Kirazcı",,ts232506,SHOW,"After being betrayed by his boss, a hitman hides out in a vacant tailor shop, where he's mistaken for the late owner's son, an identity he decides to embrace.",2021,TV-MA,49,"['comedy', 'drama', 'thriller', 'crime']",['TR'],1.0,tt11617848,6.9,5645.0,7.607,7.5,1
Almost Happy,"Sebastián Wainraich, Natalie Pérez, Santiago Korovsky",Hernán Guerschuny,ts237111,SHOW,"A locally famous radio host has to deal with his ex-wife, who he still loves, and his two children.",2020,TV-MA,27,['comedy'],['AR'],2.0,tt12146940,6.8,934.0,4.813,7.2,1
Oktoberfest: Beer & Blood,"Mišel Matičević, Martina Gedeck, Klaus Steinbacher, Mercedes Müller, Maximilian Brückner, Brigitte Hobmeier, Markus Krojer, Martin Feifel, Michael Kranz, Vladimir Burlakov",,ts185885,SHOW,"In 1900, A rich newcomer with a shady past arrives in Munich determined to crash the local Oktoberfest with his own brewery. But when his daughter falls in love with the heir to a rival brewery, a violent chain of events is unleashed that will threaten both families' futures.",2020,TV-MA,48,"['drama', 'history', 'thriller']",['DE'],1.0,tt10244612,6.8,2177.0,6.856,7.0,1
Dracula,"Claes Bang, Dolly Wells, John Heffernan",,ts88379,SHOW,"Transylvania, 1897. The blood-drinking Count Dracula is drawing his plans against Victorian London. And be warned: the dead travel fast.",2020,TV-MA,88,"['drama', 'action', 'thriller', 'fantasy', 'horror']",['GB'],1.0,tt9139220,6.8,45971.0,25.177,7.142,1
Biohackers,"Luna Wedler, Jessica Schwarz, Adrian Julius Tillmann, Thomas Prenn, Jing Xiang, Caro Cult, Sebastian Jakob Doppelbauer",,ts225912,SHOW,Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.,2020,TV-MA,42,"['drama', 'scifi', 'action', 'thriller']",['DE'],2.0,tt9849210,6.8,9577.0,11.461,7.5,1
Country Comfort,"Katharine McPhee, Eddie Cibrian, Ricardo Hurtado, Jamie Martin Mann, Griffin McIntyre, Shiloh Verrico, Pyper Braun, Janet Varney, Eric Balfour",,ts273318,SHOW,"When an up-and-coming young country singer accepts a job as a nanny with a musical family, she finds the bond she's always missed.",2021,TV-PG,24,"['drama', 'family', 'music', 'action', 'comedy']",['US'],1.0,tt11717394,6.8,3432.0,4.962,7.8,1
